a,b,c,d,e,f
2.363707,4.570486,6.772754,2.296945,1.864256,1
4.944685,3.632508,3.476040,5.667922,7.200976,1
-2.209619,-1.554977,-3.563094,-4.089482,-7.762049,4
4.655748,-6.809255,2.053166,5.908403,-5.345015,4
8.960905,10.861850,11.647561,7.266312,6.089803,3
7.711111,3.486138,2.648419,4.967173,5.106218,1
3.803072,0.488781,4.383185,6.369274,1.834546,1
7.694394,7.677772,5.873095,5.391959,3.871128,3
5.081779,5.116179,1.028552,3.752090,2.534352,1
8.819159,3.876124,8.440585,6.109172,10.483869,3
9.774876,17.312272,11.854504,13.621742,19.599737,5
18.399139,17.583130,20.742660,14.614786,22.420951,5
5.977522,12.793957,8.659407,7.049082,10.630723,3
4.064866,5.569047,8.200651,4.460006,3.923374,1
5.515528,6.542196,19.123213,8.397077,8.496640,3
9.616047,13.978004,12.222394,16.525668,15.098762,2
8.046914,11.794584,12.875622,8.969544,16.227249,2
7.301764,6.375804,5.659314,6.708405,3.496190,1
11.058325,9.139208,10.933306,9.572454,12.470191,2
5.193528,-1.687530,-0.101127,-0.065983,3.212313,1
10.899175,10.810944,14.958367,12.974088,13.676410,2
6.702162,13.496880,8.819846,10.208710,8.423162,2
8.906078,8.570680,0.607156,7.987007,11.412548,3
8.929950,19.062616,12.836406,12.532599,19.273399,5
-6.679171,-3.758910,-4.294863,-2.979871,-6.346974,4
2.831216,6.578069,1.052797,5.036097,3.990135,3
5.809102,10.890556,4.479097,9.628659,1.907243,3
11.405761,9.912256,12.236996,12.301159,4.366274,2
15.266756,24.859319,11.666062,7.947114,19.939184,5
4.450779,9.948394,9.402755,4.897110,14.362137,3
-1.570587,4.716479,3.750940,3.724506,4.653418,1
7.125860,2.176700,4.215688,3.173746,3.816057,1
2.439133,3.610480,5.965725,5.703697,4.844276,1
11.274724,10.302175,12.447534,7.801368,2.903510,3
5.266645,2.857422,4.029919,8.476253,3.731434,1
6.635541,3.600511,6.238246,1.107458,3.429664,1
6.309471,6.040913,4.522456,7.029056,2.990769,3
15.120533,5.557809,7.039649,6.968704,2.687425,3
3.434309,-5.562722,-2.689360,1.679291,-0.153919,4
11.475727,8.532837,9.670320,9.777866,4.067106,3
12.587228,10.589302,10.639437,9.374290,9.943959,2
-4.025695,-6.130195,-7.844279,6.268370,3.639202,4
4.519919,1.514338,2.200285,4.469349,5.249372,1
3.517723,4.582918,2.586896,9.227394,2.570862,1
8.463415,3.518218,2.763134,5.521674,5.726573,1
12.519005,28.630855,14.658179,11.059392,20.860477,5
12.045026,13.486305,26.175752,18.297238,4.953784,5
6.617166,4.834781,6.697577,7.123453,3.339368,1
5.950262,2.377226,2.752577,2.500877,4.056269,1
8.742402,4.724058,5.565381,5.796839,1.348471,3
-2.688745,-7.718576,0.784101,-7.690608,-5.147611,4
12.720994,12.073009,12.414667,13.903735,9.701934,2
10.829817,13.336048,10.592373,8.102589,14.740648,2
2.681647,3.585484,2.729727,6.294354,2.555168,1
13.968117,2.602311,14.808083,7.282716,12.805727,2
1.355373,10.917758,-11.297487,-0.748590,-0.446196,4
3.728840,4.286680,6.052060,6.760264,1.218181,1
4.002612,8.985391,3.811919,6.627679,2.330551,1
-3.852447,0.034238,-5.951142,1.747562,-6.536723,4
0.543250,2.530224,5.820960,3.504685,3.849840,1
17.743882,11.121898,18.547976,19.566647,27.685065,5
7.051635,6.965973,15.886309,10.576716,14.080635,2
15.639897,15.029992,19.193134,12.375352,20.981643,5
20.089279,7.924042,19.226833,26.186141,8.256921,5
12.455077,19.987099,19.312335,18.257235,22.243147,5
4.304229,4.904335,6.460800,6.887854,7.949227,1
4.673393,13.443384,10.651227,10.594308,8.140324,2
13.869740,8.284538,9.072450,3.870369,14.626559,2
6.946599,14.482858,3.082180,6.355164,5.311868,3
7.574107,13.334898,8.552549,3.361519,7.565551,3
2.618491,16.536453,12.923439,16.464807,11.354124,5
0.126194,-0.241507,2.584630,1.072099,2.697418,1
-2.012587,-9.894237,-3.574259,-2.250435,-6.462296,4
-5.678455,-5.183661,-5.918315,2.982228,-7.006932,4
6.147147,1.958416,6.743724,2.290625,4.917197,1
12.813731,10.882147,17.552241,8.078778,10.559401,2
-1.533292,2.565838,5.869766,4.680875,0.008387,1
-6.207369,0.489701,1.008993,-11.516920,0.458605,4
-9.979245,-1.245647,-5.844241,-1.291623,-3.463274,4
5.925124,3.798553,6.481084,3.144519,5.469359,1
3.130099,5.901304,2.747871,3.583446,3.617245,1
7.769743,14.177207,14.689421,8.011752,17.794647,5
-2.705696,-4.287444,-1.098678,-3.655549,-5.419632,4
12.318290,14.180760,3.879548,25.337277,23.691614,5
5.134993,6.468906,4.413530,6.390202,5.227191,1
-1.746173,0.335567,0.475428,-6.703727,0.897498,4
10.707814,6.427692,5.024397,15.933700,14.389240,2
6.263289,-10.184077,-7.077141,-0.260019,-1.132637,4
3.967417,3.170797,3.990134,8.135893,-1.042854,1
15.703051,25.863559,18.517316,20.386871,11.846182,5
22.783597,11.861424,17.464533,14.936707,10.703941,5
1.599915,6.079045,6.868781,3.937346,6.637345,1
5.553185,3.670001,4.685138,9.290918,4.199823,3
9.386279,12.132611,12.645247,2.991172,6.775807,2
5.204953,4.406806,3.622600,5.186480,2.842431,1
3.505288,3.151172,5.104813,4.391684,2.972736,1
5.098338,-2.607200,-3.180315,10.384932,-6.380298,4
10.171511,11.704599,7.745782,15.617668,11.124632,2
13.388838,14.714635,4.918102,9.940372,16.019817,2
15.332154,10.659229,10.380081,15.321929,5.047989,2
6.311793,5.528309,7.343863,0.881335,6.870868,1
-1.856487,-2.626953,2.622904,-1.452097,-4.381335,4
-3.773860,-3.181999,-2.637525,-4.088634,-3.173331,4
7.312985,8.046528,6.122747,12.213026,12.199029,2
3.974525,4.356262,3.686954,5.718090,3.162703,1
-11.088562,-1.479865,-13.846292,1.524572,-1.464899,4
6.577500,9.135641,2.686998,7.872515,5.367374,3
5.862698,15.067768,14.314093,16.211824,13.740313,5
-3.669506,-6.735794,-3.745561,-6.197179,-11.967180,4
11.158220,9.233552,5.408378,6.758187,5.358047,3
16.495687,22.380887,6.197009,4.666759,18.256204,5
12.422268,19.582979,11.723466,10.817048,10.319663,5
4.025234,9.009961,23.645187,8.628890,26.054077,5
14.989054,14.650103,18.367121,15.216850,10.896353,2
14.235935,14.041413,9.376036,14.882141,11.542130,5
4.109516,7.668566,1.169187,1.572113,4.331389,3
3.561919,4.434864,4.194974,4.439321,3.979250,1
7.556295,18.286723,16.134024,12.009909,10.473238,5
-1.301929,-7.195152,-3.517308,0.236010,-2.780403,4
10.501617,6.465309,6.391629,0.138393,3.938059,3
10.610718,12.990612,10.615542,14.400981,9.091769,2
0.967876,1.448345,8.702423,4.663656,5.524640,1
3.872817,3.839807,2.427960,7.646196,7.254957,1
5.862077,9.353843,6.112420,3.650904,3.512122,3
1.121790,3.655770,1.492638,1.514032,4.855887,1
8.992913,2.375473,3.344658,6.781422,4.062949,1
8.956743,6.174584,21.417786,8.755740,26.657439,5
2.645475,5.683309,3.460998,3.699141,3.363770,1
4.263871,5.314762,5.921838,3.803935,2.751781,1
7.188958,14.298677,16.175872,18.030763,10.338990,5
16.408726,14.031209,26.080330,4.853299,9.064526,5
3.425378,5.857245,4.130199,4.677308,3.557410,1
2.509900,0.948201,6.051275,2.998105,2.881910,1
10.150242,11.450243,14.359151,20.621049,12.408539,2
11.121387,14.893958,12.165683,11.565007,12.662554,2
2.658491,7.217390,2.578264,1.953623,11.856868,3
-5.080004,-2.471547,2.974740,-7.792484,0.082923,4
8.015866,15.851250,15.519447,11.755711,7.005160,2
2.358214,7.495555,8.886779,12.374394,6.608578,3
9.438536,10.523246,5.636279,14.443304,12.301753,2
-8.533650,0.608454,-2.691346,-3.611315,-2.563933,4
-1.842596,1.444502,-2.871474,-3.112856,-4.292502,4
-0.873650,5.410850,0.042812,5.106319,4.344003,1
5.315503,4.305639,5.488479,3.793932,4.562002,1
16.708655,16.566634,5.748686,13.456939,19.863478,5
-12.929064,-7.869310,-7.542687,-1.164291,-9.868623,4
19.998655,23.957906,13.986346,17.835169,18.747200,5
-3.059963,-3.199632,4.875984,-6.425101,0.715959,4
-10.016601,-1.901747,0.084832,-7.460365,-8.163218,4
-0.164943,-5.753165,-2.585620,-1.397207,3.233715,4
-7.292847,-6.326355,-0.200255,-9.345330,-3.223661,4
-8.943497,-4.905422,-14.255229,-3.650011,-6.973834,4
7.938583,3.302901,3.005478,4.363565,4.784879,1
-3.940651,-10.518885,-8.692338,-5.902150,-2.611850,4
19.768343,12.468870,18.775076,16.008305,24.994580,5
5.681416,10.928683,8.688802,3.655409,6.200679,3
5.193014,4.765197,3.251488,10.364627,9.758479,3
8.891021,2.510228,2.056172,0.711907,4.377786,1
2.114203,6.363170,3.753107,4.809004,7.535495,1
10.298874,10.955808,19.647331,15.329117,18.388018,5
11.076623,22.460287,16.308805,16.673179,8.339198,5
6.727778,6.934474,3.591109,3.235685,4.595722,1
6.476643,2.770775,5.948702,3.975792,2.450956,1
8.013306,14.936784,9.302376,9.110727,13.503282,2
12.565222,15.148962,9.432028,22.876445,15.821944,5
6.242170,14.013371,11.170653,9.187173,10.061889,2
9.031757,11.929364,12.796549,15.134841,11.437391,5
14.298480,14.603754,8.440222,15.548993,13.752697,2
8.438214,13.539378,16.499450,23.423579,13.200543,5
3.767113,4.517537,2.965571,5.587170,4.231900,1
7.672129,11.434762,7.171405,7.366324,4.064691,2
3.845907,6.278947,-0.686542,-1.901321,2.000259,4
8.338362,7.640763,6.644722,3.067148,8.987494,3
15.609261,9.573643,5.266704,17.437514,10.908942,5
12.387660,13.050092,12.734327,11.429398,18.963241,5
-3.508978,2.316371,-0.730216,-4.945808,-5.223150,4
7.641882,3.875474,7.881667,7.569017,7.631430,3
2.848949,0.152172,3.962085,4.479903,4.055610,1
5.276154,3.325614,4.339144,5.408475,2.850183,1
6.765510,14.271367,23.390081,14.377033,10.195629,5
3.061622,3.969741,2.284513,6.322907,5.728444,3
7.831812,0.436618,4.912873,11.306309,6.392311,3
14.576838,15.325151,15.534549,9.069739,11.386599,5
15.081873,9.702188,5.775251,9.257684,4.966525,2
-6.199995,4.346676,-3.942764,-8.929087,-6.525024,4
7.038891,10.280681,9.593677,6.835336,4.965384,3
10.025046,19.101668,13.014438,20.863039,16.063363,5
7.767985,6.517936,16.727444,7.557570,13.880562,2
-0.847567,9.462515,7.330344,1.655477,10.370347,3
-2.716659,-5.316087,-16.797699,-4.182146,-2.635283,4
2.603911,-7.844123,-2.165618,-8.332815,-12.478916,4
16.305184,14.512692,13.282330,9.510449,11.969410,2
-10.702438,-2.228495,1.057272,-12.606256,-0.607822,4
2.165293,3.846095,1.605831,8.844173,6.192279,1
-0.419652,3.847916,5.360223,-5.447284,-3.704027,4
9.348903,4.336632,12.909940,2.990003,7.497016,3
3.831421,7.013400,5.976914,6.216128,3.496498,1
10.437110,14.608361,10.607384,7.309907,8.229171,2
18.094133,7.261596,4.525015,10.327330,8.026225,2
2.920905,-8.909790,-4.556461,-0.288971,1.556700,4
4.274887,7.192246,5.516255,1.886221,3.271922,1
13.443422,8.767951,10.444356,12.253966,12.517158,2
13.657328,14.222678,10.326236,6.959527,10.788463,2
-12.507613,-2.396593,-4.087268,-0.871570,-3.085633,4
0.819254,-1.430523,-1.758376,0.479790,-2.667185,4
7.745968,13.042941,15.443699,19.401200,5.460579,5
4.718317,5.624032,4.229347,6.578157,4.923830,1
15.357435,11.158440,13.246109,16.728369,8.027766,2
18.748904,10.953432,8.181846,10.479163,8.634820,2
24.385938,18.540955,15.910791,4.621077,10.891411,5
-8.128661,-5.081550,-1.154217,-1.250666,-9.869872,4
4.813691,4.992785,7.270691,5.984566,1.889234,1
3.585009,2.094654,5.124529,4.932171,5.427344,1
-7.090562,-6.212648,-5.424636,2.010101,-6.556443,4
3.369357,12.318338,7.665979,13.274274,5.241794,2
2.185106,6.045198,7.366715,2.124078,3.220777,1
12.778841,11.520735,9.544791,11.319376,9.426440,2
4.197048,9.776029,8.075782,5.053838,-2.315840,3
16.166415,11.390444,18.785644,16.313500,19.235676,5
3.828093,2.964660,4.108139,5.290267,3.653733,1
4.931600,5.816445,0.621858,0.090374,7.823328,3
12.234604,18.491033,19.853360,16.543265,10.183027,5
31.321329,21.521392,22.520318,22.313964,14.346425,5
12.222309,10.394275,8.223694,7.970268,11.103329,5
6.356619,6.467109,8.316886,4.142817,12.460206,3
4.442631,6.009523,1.549485,1.794229,2.335118,1
-6.007666,-2.902624,-3.591734,-9.212330,2.959163,4
3.380259,2.904699,3.939094,0.554467,2.915702,1
-0.626976,-11.245391,-11.329985,-4.540587,1.185090,4
12.655840,12.968473,11.125756,11.152517,14.890676,2
10.821291,12.085743,12.139351,9.746739,5.312933,2
-7.928146,-0.168098,-9.996262,-6.694696,-5.816143,4
4.068776,4.285395,-0.365965,5.319452,5.301312,1
2.538925,10.905309,4.383741,13.808700,11.057840,2
13.573978,10.229312,17.461460,11.200971,19.568709,5
-2.263233,-0.547256,-3.507707,-1.804267,-2.114626,4
19.765017,19.754836,7.500440,13.434608,12.073094,5
-8.171842,-4.385462,-9.464952,-1.520440,-8.516115,4
-3.605036,-7.680318,-0.436000,3.584844,-0.963532,4
7.473492,8.557183,12.162556,9.149424,1.885897,3
6.206275,11.773055,6.294567,10.475536,14.044114,3
4.293078,9.134703,3.897334,5.819595,4.148970,1
3.509580,2.482347,3.564444,0.484424,6.304114,1
8.848212,27.161590,16.019208,19.912343,14.245950,5
5.055020,8.902203,12.288419,5.321768,4.078021,3
-11.051528,-1.844891,4.374165,-12.534991,-1.697924,4
-7.808436,0.792511,6.764351,0.984750,3.765074,4
